"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","cf9ddf3f-3a73-4cb5-a6a2-4eaf04ede83b","","","","","","SQ4123356","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c3043bfcb1a380a4714e8","392702b0-ed83-4f7f-863f-fb2c0191bc54","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx-hcfms-rety2-keysl-wfyc8-9l5gj-dadsb","Hareem Al Sultan Gold by Khadlaj Perfumes","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Jasmine, Bergamot and Peony. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Pineapple, Peach and Plum. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Musk, Patchouli and Sandalwood.</p>","SQ5588215","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /khadlaj-perfumes, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/ea2e8b15-5767-48ba-989c-f0d70bf467f7/image_Pippit_202506301816+%2869%29.jfif"
"","69157ece-7234-4679-8dc1-56905f11a6fc","","","","","","SQ2560374","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2c4cca34-122a-4feb-b383-0035c645e245","","","","","","SQ0410421","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1c723d3f-527a-468a-9da7-78eb7ba6fba9","","","","","","SQ0117054","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30452ad86a6fd28d6737","6cad9b9b-8b8d-4d57-9368-32f8d36a8288","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx-hcfms-rety2-keysl-wfyc8-9l5gj","Lune Feline by Atelier des Ors","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Cardamom, Cinnamon and Pink Pepper. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Woodsy Notes, Ambergris, Styrax, Cedar and Green Notes. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Tahitian Vanilla, Peru Balsam and Musk.</p>","SQ8523614","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/atelier-des-ors, /niche, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/e30a05f2-ea5e-4c9c-bc59-5a3273a5c637/image_Pippit_202506301816+%2868%29.jfif"
"","3398a2ce-fb98-4ed3-b130-d8607cb69e98","","","","","","SQ5553633","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","fc1a889c-c7a3-4302-b55c-f6c852921072","","","","","","SQ4007347","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6c1f3406-fa04-437f-a802-86edfaf57113","","","","","","SQ3450745","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30472ad86a6fd28d6739","e0d28c78-26ea-401b-a20b-cf3bc34efd3f","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx-hcfms-rety2-keysl-wfyc8","Mango Skin by Vilhelm Parfumerie","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Mango, Blackberry and Black Pepper. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Lotus, Orris and Jasmine. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Vanilla, Pink Icing and Patchouli.</p>","SQ8542627","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /men, /women, /vilhelm-parfumerie","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/1371a7d8-c54c-4a65-bca3-065209c269af/image_Pippit_202506301816+%2867%29.jfif"
"","751d0a3d-b78a-4826-a6b3-a4000f3ec0ea","","","","","","SQ8581645","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2700f21f-aea0-4d78-a61a-72a086471daf","","","","","","SQ6182888","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7d398ba1-51a5-4d9c-bcc6-cdc16a93c688","","","","","","SQ2561318","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c3048e0129c27ae02564b","eb3ab46f-6566-42eb-be70-ce3aeb87950d","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx-hcfms-rety2-keysl","Oud Bouquet Eau de Parfum by Lancôme","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Notes</strong>: Agarwood (Oud), Praline, Vanilla, Rose and Saffron.</p>","SQ2186751","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /lancome, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/2d4cd5d6-b53d-403e-b80e-45bfac566ab4/image_Pippit_202507021156+%2882%29.jpeg"
"","c53336f0-1040-4c06-9af4-924a3cccf688","","","","","","SQ6522775","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","114b465b-f12d-4f10-821e-0ca6f9868cfc","","","","","","SQ1433417","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","094ccee1-8750-4056-b7d3-f4aef5ed0cad","","","","","","SQ1167644","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c304abfcb1a380a4714eb","ca86e9f6-4cf3-4193-8546-2b5434973eea","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx-hcfms-rety2","Ganymede by Marc-Antoine Barrois","<p class="""" style=""white-space:pre-wrap;""><strong>Notes</strong>: Mineral Notes, Saffron, Suede, Akigalawood, Violet Leaf, Immortelle, Italian Mandarin and Chinese Osmanthus.</p>","SQ6304473","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/marc-antoine-barrois, /niche, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/8ac5cd5c-ddb6-4e35-adf5-53f6bd3057a4/image_Pippit_202506301816+%2866%29.jfif"
"","9f11e5be-e040-4585-b2fd-87c24e324a49","","","","","","SQ0217303","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c7c27ea6-a32b-4009-a26b-ea8824ba808c","","","","","","SQ4007272","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c02cc090-1b1c-4c80-ac79-6a7dcaedaca9","","","","","","SQ8640660","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c304c2ad86a6fd28d673b","44a9e37a-5fa0-4eb0-a4e0-dfb3bf25ec44","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx-hcfms","Molecule 02 by Escentric Molecules","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Fragrance Note</strong>: Ambroxan.</p>","SQ5220056","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /escentric-molecules, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/08dc2bb0-cf44-4cb9-880b-a996ef53f023/image_Pippit_202507021156+%2887%29.jpeg"
"","7a5ae865-6dc8-4d20-bb4c-f30879571862","","","","","","SQ1204436","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","4d56bd57-9e23-4906-96bc-df61051735b5","","","","","","SQ3276085","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","b789801d-158a-4661-8016-7b487788d0b6","","","","","","SQ2282077","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c304ef2f9042b15c3b213","56a89672-ef1e-44f9-b93f-4c280b478181","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3-psbdx","Another 13 by Le Labo","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Pear, Apple and Citrus. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Ambrette (Musk Mallow), Amyl Salicylate, Jasmine and Moss. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Iso E Super, Helvetolide, Cetalox and Ambrettolide.</p>","SQ6636213","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /men, /le-labo, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/70930145-4918-470b-acae-e4c5b3872c14/image_Pippit_202506301816+%2864%29.jfif"
"","1493398d-2a10-4cfc-a6bc-57e81c24f926","","","","","","SQ3383503","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","29117a51-39d1-431c-8f4c-732be3ef1a6a","","","","","","SQ4560126","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7c8a26fa-64d4-446e-98e0-40120f979095","","","","","","SQ0184258","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30502ad86a6fd28d673d","467614e7-aa0f-4dd8-a15c-ffd104fa0e63","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5-wrzb3","Gentleman Eau de Parfum by Givenchy","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Black Pepper, Lavender and Bergamot. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Orris, Cloves and Cinnamon. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Black Vanilla Husk, Tolu Balsam, Tonka Bean, Benzoin and Patchouli.</p>","SQ8615722","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/givenchy, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/756c483f-14d0-4d96-b499-cc6b6619155b/image_Pippit_202507021156+%2861%29.jpeg"
"","99998a33-bc29-4d6a-b4f9-df675c35acc9","","","","","","SQ8638474","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","bd808bbc-54d5-4ac3-ab0c-b459df6a8431","","","","","","SQ5031716","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","507c9952-70a4-45ff-951e-e18a52f8a4c4","","","","","","SQ3341560","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c3052e0129c27ae025650","7a99bc39-6ff2-4864-87be-b2c9444f3d94","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph-586k5","Tobacco Blaze by Rasasi","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Saffron, Neroli and Lily-of-the-Valley. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Apricot, Violet, Coumarin, Amber and Cedar. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Leather, Agarwood (Oud) and Patchouli.</p>","SQ2130622","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/men, /rasasi","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c72d0aad-4d03-440b-9332-0d1bf7360f2e/image_Pippit_202507021156+-+2025-07-06T134008.690.jpeg"
"","fe7784dd-6475-443a-8b1f-8193fec25344","","","","","","SQ5357185","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","a60da2db-9ec1-46dd-9c51-f7bfc917d7f2","","","","","","SQ3156787","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e596412b-a0e5-46d6-8b08-509e0538f113","","","","","","SQ6456272","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c30532ad86a6fd28d673e","620c7dcc-475e-4195-a14c-3ef983af2a53","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22-y7rph","Spicebomb by Viktor&Rolf","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Pink Pepper, Elemi, Bergamot and Grapefruit. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Cinnamon, Saffron and Paprika. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Tobacco, Leather and Vetiver.</p>","SQ3722121","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/viktorrolf, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/a77a5451-7d6b-486f-8ce7-a4937fb697a8/image_Pippit_202507021156+%2816%29.jpeg"
"","d17f8756-130d-4adf-aaa2-c15609574b37","","","","","","SQ5804126","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2accf3c2-f27c-4e82-806b-3c42961f979d","","","","","","SQ4112323","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e442473d-c038-4879-9c87-50c0db76c195","","","","","","SQ2137386","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c3055f2f9042b15c3b214","9ce731f6-ecc9-45a6-af9f-13986423aa32","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d-4yf22","Versace Pour Homme Dylan Blue by Versace","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Calabrian Bergamot, Water Notes, Grapefruit and Fig Leaf. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Ambroxan, Black Pepper, Patchouli, Violet Leaf and Papyrus.</p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Incense, Musk, Tonka Bean and Saffron.</p>","SQ8734221","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/men, /versace","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/d1fc747b-ecfa-45e7-95f6-4e4350427400/image_Pippit_202506301816+%2833%29.jfif"
"","3cb4dfb9-db05-460c-b475-2424afb252e8","","","","","","SQ2665548","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7d73be73-d869-4b3b-8e13-5939d98b6c3b","","","","","","SQ8586588","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","11ddac56-eeeb-44bc-a36f-d83c96bc9768","","","","","","SQ7788577","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c3057f2f9042b15c3b216","551b19ee-2a14-4c90-99be-b03ba2e3ec54","PHYSICAL","shop","y42k8fefxcnxblg-2wb2d","L’Extase by Nina Ricci","<p class="""" style=""white-space:pre-wrap;""><strong>Top Notes</strong>: Pink Pepper, Peach and Pear. </p><p class="""" style=""white-space:pre-wrap;""><strong>Middle Notes</strong>: Rose, Raspberry, White Flowers and Jasmine. </p><p class="""" style=""white-space:pre-wrap;""><strong>Base Notes</strong>: Caramel, Siam Benzoin, Amber, Vanilla, Musk, Patchouli and Virginia Cedar.</p>","SQ5073102","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/women, /nina-ricci","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c5b52676-67f1-46dc-b9af-1e0fff9e25c6/image_Pippit_202507021156+-+2025-07-06T133546.256.jpeg"
"","8fdd11ae-4fc0-4829-8536-c3033f47ccde","","","","","","SQ4476380","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8256e383-1f8f-45ec-be71-11626ac72d46","","","","","","SQ7414737","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7a4f7138-1007-4894-80da-6d183e24b432","","","","","","SQ4867636","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c305b2ad86a6fd28d6742","f21780c1-3ccb-4045-92a0-de13d6ac6ce1","PHYSICAL","shop","ksdadzgx2ja2ann-lcay5-wc4m7-pr686","White Amber","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>White Amber</strong> is a soft, warm blend of creamy musk, delicate florals, and subtle vanilla for a fresh, comforting aura.</p>","SQ5681655","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /aquador","","0.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/d36ea97a-f2cb-47d2-9f6e-8734cfd7d1a8/image_Pippit_202507021156+%2865%29.jpeg"
"","937c5b8c-e338-4154-8883-05bd913c2d5e","","","","","","SQ3647538","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9c481500-ead7-4694-b4eb-a710745d409b","","","","","","SQ6366026","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","012e9cd7-d072-4df3-8e22-fe20195b367c","","","","","","SQ8174754","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"673c305df2f9042b15c3b21d","52e6612d-213e-4b6a-b393-980741040cdb","PHYSICAL","shop","ksdadzgx2ja2ann-lcay5-wc4m7","Abyad Oud","<p class="""" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong>Abyad Oud</strong> smells pure, airy, and refined — centered around a clear note of white oud. It’s smooth, slightly sweet, delicately woody, and softly musky, with a clean, elegant finish.</p>","SQ1717427","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /aquador, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/aa5bc9e5-c394-47aa-90a5-e4eeee30915c/image_Pippit_202506301816+%2863%29.jfif"
"","0ef1f8c6-8326-4f74-97f5-e441ad6721b4","","","","","","SQ7313251","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f542ebfd-e315-42ca-b188-6845fcd8d636","","","","","","SQ8286600","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
